route_id	substrate	substrate_label	corrected_ATP_auxiliary_equivalents_per_product_Cmol	corrected_NADH_auxiliary_equivalents_per_product_Cmol	corrected_NADPH_auxiliary_equivalents_per_product_Cmol	corrected_total_reducing_auxiliary_equivalents_per_product_Cmol	corrected_positive_auxiliary_cofactor_burden	cofactor_accounting_basis	stage
099c88f9591e73af	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
495faaa229a24b6a	co2	CO₂	2.0	0.0	2.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
3b2bf40ee2727f2a	co2	CO₂	4.0	0.0	2.5	2.5	6.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
4f26a8f02b67193a	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d499a9f88845fe75	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
5ee3f16a16d39282	co2	CO₂	0.5	2.5	0.0	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
7c8e8cfaa3e2c1ce	co2	CO₂	1.5	2.5	0.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
74903bb44c82b7ed	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
19b76adde06fe58f	co2	CO₂	1.0	0.0	2.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
b315fe4cdcd51926	co2	CO₂	4.75	0.0	2.5	2.5	7.25	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
0b2d133569f29296	co2	CO₂	3.0	2.5	0.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
b3b1cd83e706199d	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
af0f357310039c6f	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
d9ca1fee7f83bcc3	co2	CO₂	3.0	0.5	2.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
7121cf6cc60bec89	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
7fbdcbd6d82c95fd	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
229bfb4dd033e3c0	co2	CO₂	0.5	1.5	1.0	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
d6dc43a8d538307c	co2	CO₂	1.0	1.5	1.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
a642d2025bcf1021	co2	CO₂	1.0	1.5	1.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
0a926fb60476ba63	co2	CO₂	1.5	0.5	2.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
aa871d0bcb0cb176	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
501aa9ecfe5a7f20	co2	CO₂	1.833333	0.666667	1.833333	2.5	4.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
8d844f3b10e1a565	co2	CO₂	3.0	1.75	0.75	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
312f8c9a697a559f	co2	CO₂	3.25	1.75	0.75	2.5	5.75	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
f6288cdfee06a772	co2	CO₂	1.5	2.0	0.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
8d6c1dab2c366a8c	co2	CO₂	2.666667	1.333333	1.166667	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
116af2f087db835d	co2	CO₂	3.0	0.5	2.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
3eaaaedab3ec5d65	co2	CO₂	2.5	2.5	0.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
33624975fd76e510	co2	CO₂	0.5	2.5	0.0	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
30e2a388277faee3	co2	CO₂	1.0	2.5	0.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e3971539de0f7240	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
62d5bc7c1b8df7c5	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
efe4fb476b75084e	co2	CO₂	3.0	1.5	1.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
38360a4d8dc338e8	co2	CO₂	3.0	2.0	0.5	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
04bec1399b7d5e57	co2	CO₂	2.5	2.5	0.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
ecaa94d12d3dba8b	co2	CO₂	0.5	2.0	0.5	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d50f0c10c6c780f2	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
5fe0c3204a0e54eb	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
cff09918b13321c6	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
34664dbe61532e6d	co2	CO₂	4.0	0.0	2.5	2.5	6.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
1758d7b73afa6ef6	co2	CO₂	2.5	0.5	2.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
0490757170ef1210	co2	CO₂	1.5	1.5	1.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
4c2f3156cd32d80e	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
781e5c6f5555b5a0	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
c934aabc2d46bdc9	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
9e575dd763a001d7	co2	CO₂	3.0	0.5	2.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
5b2600218f9d29f7	co2	CO₂	1.5	0.0	2.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d9c73afb5805f2c6	co2	CO₂	1.0	0.5	2.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
bc6d10b26056a1a3	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
22ecebe6a503188c	co2	CO₂	1.5	0.5	2.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
e39c95a86b837d1b	co2	CO₂	1.5	0.5	2.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
ad4fbac2ccf1e779	co2	CO₂	1.5	2.0	0.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
f07a8e485bdebfbc	co2	CO₂	1.333333	0.833333	1.666667	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
2927f16ce7fc3202	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
e16f480a94f7b036	co2	CO₂	2.0	0.0	2.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
18a3096c81ed51f3	co2	CO₂	1.5	0.0	2.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
1f17f87581706127	co2	CO₂	1.5	0.0	2.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
ddb8c8c5f2514076	co2	CO₂	2.0	0.0	2.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
8b486d24c0ff9ee3	co2	CO₂	1.5	0.0	2.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
9b03ccb1ebe1b119	co2	CO₂	1.0	0.5	2.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
8c811d587845ab24	co2	CO₂	2.5	0.0	2.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
2283ef5455b3256e	co2	CO₂	3.5	0.0	2.5	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
f8ef116ab493672a	co2	CO₂	3.75	0.5	2.0	2.5	6.25	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
8d9cd6fe545d5c24	co2	CO₂	3.0	2.0	0.5	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
df1a936caf9d9861	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
eb023636c780476a	co2	CO₂	3.0	1.0	1.5	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e0f928cd2e5b1242	co2	CO₂	3.0	1.5	1.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
1be0cba53b0b4680	co2	CO₂	3.5	1.5	1.0	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
c97b09deeb024604	co2	CO₂	2.5	0.5	2.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
d1a17cfc38c75ad1	co2	CO₂	2.5	0.5	2.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
88194cd39085aefc	co2	CO₂	3.0	0.5	2.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
64a9e8474c47ff4d	co2	CO₂	2.5	0.5	2.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
487191bbad270a78	co2	CO₂	3.5	0.0	2.5	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
a769e306615e353c	co2	CO₂	2.833333	0.833333	1.666667	2.5	5.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
21908c717136748a	co2	CO₂	3.5	1.5	1.0	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
43b1a293ba0a6ccc	co2	CO₂	2.5	2.5	0.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
46c24012a906164a	co2	CO₂	2.75	2.5	0.0	2.5	5.25	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
b6ccff99328233e9	co2	CO₂	1.5	2.5	0.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
9ab541e98c8088a0	co2	CO₂	2.5	1.5	1.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
4919bef6c0d7cf65	co2	CO₂	2.5	2.0	0.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d91209ed131c8169	co2	CO₂	2.333333	1.666667	0.833333	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e70f8da1b475e3f7	co2	CO₂	2.166667	1.666667	0.833333	2.5	4.666667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
5ee46ac93d0c3884	co2	CO₂	3.333333	1.333333	1.166667	2.5	5.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
7abe3f5ac35172ea	co2	CO₂	2.333333	1.666667	0.833333	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
ea2a8d5821b9036e	co2	CO₂	2.5	2.0	0.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
9dff6d73de957254	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
105c199944ec018d	co2	CO₂	1.5	1.5	1.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
bb9e2208816f0fae	co2	CO₂	1.5	2.0	0.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
c315882c1210b2d5	co2	CO₂	2.0	2.0	0.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
b251997f8c6285cc	co2	CO₂	1.0	1.0	1.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
5dd7bbb3a5babab7	co2	CO₂	1.5	1.5	1.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
758baa05d2961590	co2	CO₂	1.833333	0.5	2.0	2.5	4.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
0315be41234b8360	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
c9f78b798c716f06	co2	CO₂	2.5	1.0	1.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
cc3c0320666a3ba5	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
0d46bffe09ee1221	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
e0bcaec8264eb765	co2	CO₂	2.0	0.0	2.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
f21f321983210972	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
4f50f169633af5e8	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
6fe11a00b37e0bf8	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
220fcdc558b06ea9	co2	CO₂	1.0	1.0	1.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
dc41279ca8b057c4	co2	CO₂	1.5	2.0	0.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
7af00e3ee4fd3b5b	co2	CO₂	1.666667	1.166667	1.333333	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
bdde72171cc1d0b5	co2	CO₂	2.5	0.5	2.0	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
9aa7373c5cad30d0	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
90248ac6489a50bd	co2	CO₂	1.0	1.5	1.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
b015720c2abb05e9	co2	CO₂	2.5	0.0	2.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
ae7657abb5554528	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
ceb1000e68a8dd23	co2	CO₂	2.0	2.0	0.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
c1f65eceaa5a086e	co2	CO₂	1.5	2.0	0.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
3ae1b395f5edd06c	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
96d288ab9d76b16d	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
b83d1b4dca97cc03	co2	CO₂	2.333333	1.0	1.5	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
64ab144a781a5193	co2	CO₂	2.5	1.0	1.5	2.5	5.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
7ffb5e6f65075f96	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
8a08f8e2ae206b60	co2	CO₂	2.0	0.0	2.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
af083b302f9f204b	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
76e2e80a83ab31ec	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
172d0c7737a38e63	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
fbdf0601dc84f0bf	co2	CO₂	1.0	1.0	1.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
d0e529aad9a72940	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
6f342e1a4398584d	co2	CO₂	1.666667	1.0	1.5	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
6c1e79d99ac7fcc7	co2	CO₂	1.0	1.5	1.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
7b6d5236fc316ca8	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
a6b298331702826d	co2	CO₂	3.0	0.0	2.5	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
7287df6cb671d99f	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
f860b2512260aecc	co2	CO₂	2.0	1.0	1.5	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
1c107af71b61320d	co2	CO₂	0.5	2.0	0.5	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	thermodynamics_excluded
f07b4283499848e7	co2	CO₂	1.5	1.5	1.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
cc60643961a9f4db	co2	CO₂	2.0	0.5	2.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
eabc048d87ae2953	co2	CO₂	0.5	2.5	0.0	2.5	3.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
dee59c2dbb4b62bd	co2	CO₂	1.0	2.5	0.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
126dae26fd5ec178	co2	CO₂	2.0	1.5	1.0	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
9ec28c07a864ab8e	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	retained
2adf2989e2df8c85	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e07d8b5daf1ac276	co2	CO₂	1.5	1.5	1.0	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
6c00d52d0ac381ea	co2	CO₂	1.5	1.0	1.5	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
2e79eafde64c0c7e	co2	CO₂	2.0	0.833333	1.666667	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
9f1f89c9426ea060	co2	CO₂	1.666667	1.166667	1.333333	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
532e0e3ecb9ac4f6	co2	CO₂	1.0	0.833333	1.666667	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
f90dd4df36a995b8	co2	CO₂	1.833333	1.166667	1.333333	2.5	4.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
c2750d17e9058f07	co2	CO₂	1.333333	0.5	2.0	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
a0df1010ddcd23d1	co2	CO₂	3.666667	0.833333	1.666667	2.5	6.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
b1ed9556eeb28bf0	co2	CO₂	3.666667	1.166667	1.333333	2.5	6.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
789152332e077172	co2	CO₂	2.166667	1.166667	1.333333	2.5	4.666667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
70c983ff8aba1218	co2	CO₂	2.333333	1.5	1.0	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
a5d90fdc98925c76	co2	CO₂	3.333333	0.833333	1.666667	2.5	5.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
34be11cb709a28c8	co2	CO₂	3.333333	1.833333	0.666667	2.5	5.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
4bd006a9eecf5688	co2	CO₂	1.333333	1.916667	0.583333	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
708937a39b4840ef	co2	CO₂	1.333333	1.833333	0.666667	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
2cbfd31ff5625215	co2	CO₂	2.333333	1.0	1.5	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
50add60a83b96317	co2	CO₂	1.333333	2.333333	0.166667	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
1dcafec18cedfa46	co2	CO₂	1.333333	2.166667	0.333333	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
c9af961a0f4df560	co2	CO₂	2.666667	1.5	1.0	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
b75414953a35850d	co2	CO₂	1.0	2.0	0.5	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
2de2bea3038d34fe	co2	CO₂	1.0	1.5	1.0	2.5	3.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
fc2b8d9f7d6d96f9	co2	CO₂	1.666667	0.5	2.0	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
655a5efd1bd56cf9	co2	CO₂	1.833333	0.833333	1.666667	2.5	4.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
717d4b7ff9b97b72	co2	CO₂	2.166667	1.166667	1.333333	2.5	4.666667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e470b802b5204d76	co2	CO₂	2.166667	1.0	1.5	2.5	4.666667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
7968ac7fd3da0375	co2	CO₂	1.166667	1.333333	1.166667	2.5	3.666667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
0086592da904bb83	co2	CO₂	1.333333	1.166667	1.333333	2.5	3.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
fefeef22420f4366	co2	CO₂	1.666667	0.833333	1.666667	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
eea45ea2741b4eae	co2	CO₂	2.333333	0.5	2.0	2.5	4.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
9d70b0133666edfd	co2	CO₂	2.0	0.833333	1.666667	2.5	4.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
38861254c167d375	co2	CO₂	1.5	0.833333	1.666667	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
fcc91ce7b34001f6	co2	CO₂	1.5	0.833333	1.666667	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
9b0c7a12a7176511	co2	CO₂	1.833333	1.0	1.5	2.5	4.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
518fbe8b7a27784e	co2	CO₂	1.5	0.833333	1.666667	2.5	4.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e3905bebc7053913	co2	CO₂	1.666667	0.833333	1.666667	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
21c33c8a36561afa	co2	CO₂	2.666667	0.166667	2.333333	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
96aa883349de8dc9	co2	CO₂	4.333333	0.166667	2.333333	2.5	6.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
ba69285b42a4654a	co2	CO₂	4.333333	0.5	2.0	2.5	6.833333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
47ce2743f6116093	co2	CO₂	4.0	0.833333	1.666667	2.5	6.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
ab503124f76a8b14	co2	CO₂	2.666667	0.833333	1.666667	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d38e7068301ee50e	co2	CO₂	3.0	0.833333	1.666667	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
e18f70c7eacc75b0	co2	CO₂	3.5	0.0	2.5	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
5c7ed5b20f051239	co2	CO₂	3.833333	0.166667	2.333333	2.5	6.333333	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
921cb2a05d3039b7	co2	CO₂	2.666667	0.5	2.0	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
7d635a0174e4cde9	co2	CO₂	2.666667	0.5	2.0	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
d4d0b97299920c56	co2	CO₂	3.0	0.5	2.0	2.5	5.5	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
dd3c09a5d7e87788	co2	CO₂	2.666667	0.5	2.0	2.5	5.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
4eafb1d1d30e7512	co2	CO₂	3.5	0.0	2.5	2.5	6.0	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
3b93785c35d0359d	co2	CO₂	1.666667	0.5	2.0	2.5	4.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
2df49b5b7c2167e7	co2	CO₂	3.666667	0.833333	1.666667	2.5	6.166667	CO2: pathway TSV R_EX component (source summary duplicates same component)	step_gt_20
