route_id,product,product_label,product_class,class_order,product_order,substrate,unified_step_count,mdf_kJ_per_mol
fb5ea8691c5910a6,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,co2,18,10.680587848710422
1c95220bfaa82fa0,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formaldehyde,13,10.778499044463157
479cd590f2784f23,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formaldehyde,12,8.925661809164898
6fb1eb4011eaea9e,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formaldehyde,7,11.915427733184767
f94b0621081f713b,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formaldehyde,12,9.631194385570012
7103feab5a51581f,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formate,19,9.5912677332718
8873d0fb50aadc71,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formate,20,9.578732611329247
cc9c2a76d5be0c56,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,formate,17,10.107876103326152
1b86fb1afdb7a811,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,13,12.13980931817317
2e886aec00ed6778,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,12,12.106909719583504
593680a19b925b15,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,10,12.03654981542875
6b41ab2a2ee3fa02,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,10,12.036549821161069
b10cb792ff311403,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,19,12.317451034727144
e8c7ccdfa7ccac8e,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,10,12.03654981858802
f68c2a443c755b67,PHOSPHO__45__ENOL__45__PYRUVATE_c,PEP,Central metabolic hubs,0,11,methanol,12,12.106909719625705
0817609b72de854c,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,15,10.572415919555064
0a77d5cac2e25034,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,13,10.49441303080204
1248ad8ea0603707,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,16,10.572416328027456
2867d8af22087677,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,16,6.8711120947631965
2a0c05732d08450f,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,5,33.7183234005243
2ca0b083eec6ab05,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,14,7.2428520387486515
2dd8d1ccfd96b152,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,11,8.328253693042534
30a5435a7caafa09,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,5,31.73828930645984
3352bf095d0e3260,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,17,6.913325274911581
34a06948983c8c15,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,4,25.670566437094937
662b4771dd391468,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,16,7.3843200780825855
69523778f941f77d,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,13,3.381331692212276
6ad1dea5b8f6f4fc,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,17,5.363595685176722
721487efb1d4cb9c,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,14,10.534081236330282
72f12cedb64c083e,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,12,11.145668367422957
77b7727d4668c353,GLYOX_c,Glyoxylate,TCA/glyoxylate intermediates,1,2,co2,16,7.315169875434593
